language,topic_id,subtopic_id,title,source_url,word_count,text_preview,qa_relevant,qa_notes
ru,B05,B05_S02,"Немзер, Андрей Семёнович","https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BC%D0%B7%D0%B5%D1%80,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",42,"Андре́й Семёнович Не́мзер (10 июня 1957, Москва — 9 декабря 2023, Москва) — советский и российский историк литературы и литературный критик, литературовед, педагог. Литературный обозреватель и редактор многих изданий. Профессор Высшей школы экономики. Лауреат премии Правительства Российской Федерации в области культуры (2015).",,
ru,B05,B05_S03,Лимонная вилочка,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BC%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B2%D0%B8%D0%BB%D0%BE%D1%87%D0%BA%D0%B0,177,"Лимонная вилочка — специализированная вилка для добавления (перекладывания) кружков, ломтиков или долек лимона в чай. Вилка для лимона используется в чайном сервизе для формального чаепития. Представляет собой, в зависимости от материала изготовления, небольшую вилку с двумя или тремя тонкими зубцами. Концы крайних зубцов часто бывают выгнуты наружу, а на рукоятку вилки нередко наносится декоративный орнамент. Применяется также для оливок, фигурных кусочков масла (англ. butter pats), маринованны",,
ru,B05,B05_S04,Мифы народов мира,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%84%D1%8B_%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BE%D0%B2_%D0%BC%D0%B8%D1%80%D0%B0,96,"«Мифы народов мира. Энциклопедия» — специализированное энциклопедическое издание, фундаментальная научная энциклопедия по мифологии в двух томах. Одна из первых в мировой научной практике попыток дать комплексное систематизированное изложение мифотворчества народов мира. Статьи посвящены мифологии различных народов и регионов мира. Впервые издана в 1980—1982 годах в двух томах в Москве издательством «Советская энциклопедия». Второе издание вышло в 1987—1988 годах. Главный редактор — С. А. Токаре",,
ru,B06,B06_S01,Пентеконтор,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D0%BD%D1%82%D0%B5%D0%BA%D0%BE%D0%BD%D1%82%D0%BE%D1%80,98,"Пентеконтор или петеконтера (др.-греч. πεντηκόντορος «пятидесятивесельник») — древнегреческая галера, открытая, без палубы (катастромы). Водоизмещение около 10 тонн; 50 гребцов — 24 весла по 2 и 2 весла по 1 гребцу. По некоторым современным расчётам, общая длина составляла от 28 до 33 метров, ширина не менее 4 м, скорость до 9 узлов (18 км/ч). Существовал уже в Троянскую войну. Наряду с триаконтором самый распространённый тип греческого боевого корабля, с архаического периода (XII—VIII века до н",,
ru,B06,B06_S02,Средневековая Эстония,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%B5%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%AD%D1%81%D1%82%D0%BE%D0%BD%D0%B8%D1%8F,87,"Средневековье в Эстонии — период в эстонской истории с начала XIII и до второй половины XVI века, то есть с начала распространения христианства и до Ливонской войны. Христианство пришло в Эстонию значительно позднее, чем в другие страны Европы. Вначале на этой территории появились миссионеры, затем началась военная экспансия рыцарей-крестоносцев. Период правления Ливонского ордена сопровождался закрепощением эстонского населения. Эстонские города быстро развивались в рамках Ганзейского союза. В ",,
ru,B06,B06_S03,100-я пехотная дивизия (США),https://ru.wikipedia.org/wiki/100-%D1%8F_%D0%BF%D0%B5%D1%85%D0%BE%D1%82%D0%BD%D0%B0%D1%8F_%D0%B4%D0%B8%D0%B2%D0%B8%D0%B7%D0%B8%D1%8F_(%D0%A1%D0%A8%D0%90),133,"100-я дивизия (ранее 100-я пехотная дивизия, англ. 100th Training Division) — пехотная дивизия Армии Соединённых Штатов со штаб-квартирой в Форт-Ноксе, штат Кентукки. В настоящее время является основным учебным подразделением Резерва Армии Соединённых Штатов. На протяжении своей долгой истории, дивизия играла разные роли. До 1950-х годов она была 100-й пехотной дивизией, затем ненадолго стала 100-й воздушно-десантной дивизией, и, наконец, 100-й дивизией (учебной). После этих трансформаций дивизи",,
ru,B06,B06_S04,Натурфилософия,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%82%D1%83%D1%80%D1%84%D0%B8%D0%BB%D0%BE%D1%81%D0%BE%D1%84%D0%B8%D1%8F,109,"Натурфилосо́фия, натуральная философия (от лат. natura — «природа» и др.-греч. φιλοσοφία, дословно — «любомудрие; любовь к мудрости») — исторический термин, приблизительно до XVIII века обозначавший естественную историю, то есть философию природы, понимаемую как целостную систему самых общих законов естествознания. Впервые термин «philosophia naturalis» встречается в трудах Сенеки. Натурфилософия возникла в античную эпоху как попытка найти «конечные причины» и фундаментальные закономерности прир",,
ru,B07,B07_S01,Школа среднего звена,https://ru.wikipedia.org/wiki/%D0%A8%D0%BA%D0%BE%D0%BB%D0%B0_%D1%81%D1%80%D0%B5%D0%B4%D0%BD%D0%B5%D0%B3%D0%BE_%D0%B7%D0%B2%D0%B5%D0%BD%D0%B0,82,"Не путать с советско-российским понятием средней школы, объединяющим школу среднего звена и старшую школу. Школа среднего звена — учреждение, предоставляющее образовательные услуги средней ступени, промежуточное звено между начальной школой и старшей школой. В некоторых странах образование, полученное в средней школе, считается начальным. Обычно посещение школы среднего звена обязательно, но не везде, к примеру, в Гаити обязательно только начальное обучение. Школа среднего звена может находиться",,
ru,B07,B07_S02,Высшее образование в России,https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%81%D1%88%D0%B5%D0%B5_%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,111,"Вы́сшее образова́ние в Росси́и — система высшего профессионального образования в России. Является следующим уровнем образования после среднего профессионального. Представляет собой[когда?] трёхуровневую систему из бакалавриата и магистратуры, специалитета, а также подготовки кадров высшей квалификации. Гражданин России имеет право на конкурсное получение одного высшего образования (бакалавриат, магистратура и тому подобное) в учреждениях, у которых есть бюджетные места. Часть вузов получает фина",,
ru,B07,B07_S03,Кросс-культурная дидактика,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D1%81%D1%81-%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%BD%D0%B0%D1%8F_%D0%B4%D0%B8%D0%B4%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0,114,"Кросс-культу́рная дида́ктика (англ. Multicultural education) — раздел педагогики, в рамках которого изучается построение учебного процесса в поликультурной учебной среде, методы и формы его организации. Родственные понятия: «межкультурное образование» (характерно в первую очередь для Западной Европы, подготовка студентов для взаимодействия с представителями других культур, формирование толерантности), «мультикультурное образование» (используется в США и Канаде, знакомство с другими культурами дл",,
ru,B07,B07_S04,Единое национальное тестирование,https://ru.wikipedia.org/wiki/%D0%95%D0%B4%D0%B8%D0%BD%D0%BE%D0%B5_%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D1%82%D0%B5%D1%81%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5,100,"Единое национальное тестирование (каз. Ұлттық бірыңғай тестілеу; сокр. ЕНТ каз. ҰБТ) — стандартизированная система оценки знаний выпускников школ в Казахстане. Экзамен проводится на русском, казахском и английском языках за исключением предметов Русский язык, Русская литература, Казахский язык, Казахская литература и Иностранного языка, они проводятся на языках самого предмета. В 2023 году ЕНТ сдавали 162 тысячи выпускников, из них больше 75% — на казахском языке, около 25% — на русском и 243 че",,
ru,B08,B08_S01,Наукастинг,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D0%BA%D0%B0%D1%81%D1%82%D0%B8%D0%BD%D0%B3,92,"Наукастинг (англ. nowcasting) — предсказание настоящего, ближайшего будущего и недавнего прошлого состояния выбранного экономического индикатора. Термин является сокращением от английских слов «now» («сейчас») и «casting» («прогнозирование»). Понятие ввела Лукреция Райхлин, использовав метеорологический термин применительно к экономике, где оно стало популярным, поскольку типичные показатели, используемые для оценки состояния экономики (например, валовой внутренний продукт), определяются только ",,
ru,B08,B08_S02,Брокер,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%BA%D0%B5%D1%80,112,"Бро́кер (от англ. broker — маклер, брокер, посредник) — юридическое лицо, выполняющее посреднические функции между продавцом и покупателем (на фондовой, товарной, валютной биржах), между страховщиком и страхователем (страховой брокер), между судовладельцем и фрахтователем. Брокер получает вознаграждение в виде комиссионных от суммы сделки либо в фиксированной сумме. Деятельность брокера основана на договоре поручения и договоре комиссии. Существует множество категорий брокеров, в частности, бирж",,
ru,B08,B08_S03,Ветеринария,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0%D1%80%D0%B8%D1%8F,70,"Ветерина́рия, также ветерина́рная медици́на — область научных знаний, предметом изучения которой является лечение и предупреждение болезней животных, а также различные медицинские вопросы взаимоотношения человека и животных, такие как защита людей от болезней, общих для человека и животных, и производство безопасных для человека сельскохозяйственных продуктов. Этими же терминами обозначается соответствующая область практической деятельности. Ранее ветеринария рассматривалась как отрасль медицины",,
ru,B08,B08_S04,Венчурный фонд,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D1%87%D1%83%D1%80%D0%BD%D1%8B%D0%B9_%D1%84%D0%BE%D0%BD%D0%B4,162,"Венчурный фонд (англ. venture — рискованное предприятие) — рискованный инвестиционный фонд, ориентированный на работу с инновационными предприятиями и проектами (стартапами). Венчурные фонды осуществляют инвестиции в ценные бумаги или доли предприятий с высокой или относительно высокой степенью риска в ожидании чрезвычайно высокой прибыли. Как правило, 70-80 % проектов не приносят отдачи, но прибыль от оставшихся 20—30 % окупает все убытки. Особенностью данного вида фондов является законодательн",,
tg,B01,B01_S01,Ганҷ,https://tg.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D2%B7,254,"Ганҷина, ганҷ — дар ҳуқуқ, пул ё ашёи гаронбаҳое, ки дар замин гӯр ё ба таври дигар пинҳон карда шудааст ва муайян намудани соҳибаш имконнопазир аст, ё қонунан ҳуқуқи соҳибиятро гум кардааст. Мувофиқи қонуни амалкунандаи Кодекси граждании Ҷумҳурии Тоҷикистон (моддаи 257) соҳибмулк (истифодабарандаи қитъаи замин, соҳиби иморат ва ғайра) ва ё ашхосе, ки ганҷинаро ёфтаанд, уҳдадоранд моликиятро ба давлат супоранд. Дар сурати ба давлат супоридани ганҷина соҳибмулк ва шахси дарёфткардаи моликият ба г",,
tg,B01,B01_S02,Баҳсҳои меҳнатӣ,https://tg.wikipedia.org/wiki/%D0%91%D0%B0%D2%B3%D1%81%D2%B3%D0%BE%D0%B8_%D0%BC%D0%B5%D2%B3%D0%BD%D0%B0%D1%82%D3%A3,132,"Баҳсҳои меҳнатӣ — зиддиятҳои танзимнашудаи байни субъектҳои ҳуқуқи меҳнатӣ дар масъалаи татбиқи қонунҳо ва дигар санади меъёрии ҶТ оид ба меҳнат, шартномаю созишномаҳои коллективӣ, муқаррар намудан ва тағйир додани шароити меҳнат дар ташкилотҳо, бастани шартномаву созишномаҳои коллективӣ ва иҷрои онҳо. Дар қонунгузории меҳнатӣ 2 навъи баҳс пешбинӣ шудаанд: Баҳсҳои кории фардӣ — зиддиятҳои танзимнашудаи байни корфармо ва корманд дар масъалаҳои татбиқи қонунҳо ва диг. санадҳои меъёрию ҳуқуқии ҶТ о",,
tg,B01,B01_S03,"Андозе, ки тибқи низоми содакардашуда пардохта мешавад","https://tg.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D0%BE%D0%B7%D0%B5,_%D0%BA%D0%B8_%D1%82%D0%B8%D0%B1%D2%9B%D0%B8_%D0%BD%D0%B8%D0%B7%D0%BE%D0%BC%D0%B8_%D1%81%D0%BE%D0%B4%D0%B0%D0%BA%D0%B0%D1%80%D0%B4%D0%B0%D1%88%D1%83%D0%B4%D0%B0_%D0%BF%D0%B0%D1%80%D0%B4%D0%BE%D1%85%D1%82%D0%B0_%D0%BC%D0%B5%D1%88%D0%B0%D0%B2%D0%B0%D0%B4",102,"Андозе, ки тибқи низоми содакардашуда пардохта мешавад. Ин як намуди махсуси андозе ба буҷет мебошад. Супорандагони андози мазкур соҳибкорони инфиродӣ, корхонаҳо, филиал ва намояндагони шахсони ҳуқуқии хориҷӣ мебошанд. Даромади онҳо барои давраи на зиёда аз як соли тақвимӣ ба дарназардошти андозе аз фурӯши чакана аз ҳадди чоркаратаи муқаррарнамудаи Кодекси андози Ҷумҳурии Тоҷикистон барои мақсадҳои бақайдгирӣ ба сифати супорандаи андоз аз арзиши иловашуда зиёд намебошад. Объекти андозбандӣ даром",,
tg,B01,B01_S04,Идораи давлатӣ,https://tg.wikipedia.org/wiki/%D0%98%D0%B4%D0%BE%D1%80%D0%B0%D0%B8_%D0%B4%D0%B0%D0%B2%D0%BB%D0%B0%D1%82%D3%A3,122,"Идораи давлатӣ — шакли маъмурию ҳуқуқии ифодаи зоҳирии фаъолияти мақомоти ҳокимияти иҷроия, ки бо меъёрҳои ҳуқуқи маъмурӣ ба танзим дароварда мешавад. Ба маънии васеъ идораи давлатӣ чун фаъолияти ҳама рукнҳои ҳокимияти давлатӣ оид ба таъсиррасонии муташаккил ба муносибатҳои ҷомеа фаҳмида мешавад. Ба маънии маҳдуд, идораи давлатӣ чун фаъолияти марбут ба амалисозии роҳбарии бевосита дар соҳаҳои иқтисодӣ, иҷтимоӣ ва маъмурию сиёсӣ тавсиф меёбад. Тавассути идораи давлатӣ ҳокимияти иҷроия вазифаҳои и",,
tg,B01,B01_S05,Ҳуқуқ ба дахлнопазирии шахс,https://tg.wikipedia.org/wiki/%D2%B2%D1%83%D2%9B%D1%83%D2%9B_%D0%B1%D0%B0_%D0%B4%D0%B0%D1%85%D0%BB%D0%BD%D0%BE%D0%BF%D0%B0%D0%B7%D0%B8%D1%80%D0%B8%D0%B8_%D1%88%D0%B0%D1%85%D1%81,134,"Ҳуқуқ ба дахлнопазирии шахс - дахлнопазирии шахс аз тарафи давлат бо чораҳои махсуси ташкилию ҳуқуқӣ кафолат дода мешавад. Бе қарори суд ё иҷозати прокурор хеч касро ҳабс кардан мумкин нест. Мувофиқи қонун прокурор вазифадор аст, ки ҳар як шахсро, ки хилофи қонун аз озо дӣ маҳрум шудааст ё зиёда аз муҳлати бо қонун ё ҳукми суд пешбинишуда дар ҳабс нигоҳ дода ешавад, дарҳол озод намояд. Кофтукови шахс дар асоси меъёрҳои ҳуқуқи мурофиаи ҷиноятӣ ба амал бароварда мешавад. Бе қарори махсус ва иҷозат",,
tg,B02,B02_S01,Сиёсати дифоъ,https://tg.wikipedia.org/wiki/%D0%A1%D0%B8%D1%91%D1%81%D0%B0%D1%82%D0%B8_%D0%B4%D0%B8%D1%84%D0%BE%D1%8A,89,"Сиёсати низомӣ (инчунин сиёсати дифоъ номида мешавад) — сиёсати давлатӣ аст, ки ба амнияти бисёрмиллатӣ ва артиш дахл дорад. Он аз чораҳо ва ташаббусҳое иборат аст, ки ҳукуматҳо дар робита бо қабули қарорҳо ва ҳадафҳои стратегӣ, ба монанди кай ва чӣ гуна ҷалб кардани нерӯҳои мусаллаҳи миллӣ, анҷом медиҳанд ё намедиҳанд. Сиёсати низомӣ барои таъмини нигоҳ доштани истиқлолият дар рушди миллӣ ва рафъи мушкилоти аз ҷониби субъектҳои беруна душман ва хашмгин таҳмилшуда истифода мешавад. Вазорати дифо",,
tg,B02,B02_S02,Урду (шаҳр),https://tg.wikipedia.org/wiki/%D0%A3%D1%80%D0%B4%D1%83_(%D1%88%D0%B0%D2%B3%D1%80),73,"Урду́ (тур. Ordu) — шаҳри бандарӣ дар соҳили Баҳри Сиёҳ Туркия аст, ки таърихан низ чун Котйора (Cotyora ё Kotyora) маъруф аст.(юн. Κοτύωρα) ва пойтахти вилояти Орду бо аҳолии 213,582 дар маркази шаҳр. Ин шаҳр бузургтарин тавлидкунандаи меваи фундук дар ҷаҳон аст. Дар ҳоле, ки фундук барои иқтисодиёт муҳим аст, солҳои охир шаҳр саноати хурду калон ва як бахши босуръат рушдёфтаи сайёҳиро рушд дод, зеро Орду яке аз зеботарин шаҳрҳои Туркия дониста мешавад.",,
tg,B02,B02_S03,Гурӯҳи интихобкунандагон,https://tg.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D3%AF%D2%B3%D0%B8_%D0%B8%D0%BD%D1%82%D0%B8%D1%85%D0%BE%D0%B1%D0%BA%D1%83%D0%BD%D0%B0%D0%BD%D0%B4%D0%B0%D0%B3%D0%BE%D0%BD,183,"Гурӯҳи интихобкунандагон — иттиҳодияи интихоботӣ, ташкилоти муваққатӣ ё доимие, ки мувофиқи қонуни интихобот ҳуқуқи пешбарии номзадҳо дар интихобот ё иштирок дар маъракаи интихоботро дорад. Масалан, мувофиқи моддаи 24 Қонуни конститутсионӣ «Дар бораи интихоботи Президенти Ҷумҳурии Тоҷикистон» (1994) номзадҳо ба мансаби Президенти Ҷумҳурии Тоҷикистон аз тарафи ҳизбҳои сиёсии ҷумҳурӣ, ки мувофиқи қонун ба қайди давлатӣ гирифта шудаанд, Федератсияи иттифоқҳои касабаи мустақили Тоҷикистон, Иттифоқи ",,
tg,B02,B02_S04,Молияи давлатӣ,https://tg.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%B8%D1%8F%D0%B8_%D0%B4%D0%B0%D0%B2%D0%BB%D0%B0%D1%82%D3%A3,60,"АпрМолияи давлатӣ - маҷмӯи муносибатҳои пулӣ вобаста ба ташаккул, тақсим ва истифодаи фондҳои ҷамъшудаи воситаҳои пулӣ ва дигар захираҳои молиявӣ тавассути буҷети ҷумҳуриявӣ (Буҷети давлатӣ), буҷетҳои маҳаллӣ ва фондҳои мақсадноки давлатӣ, ки аз ҷониби мақомоти ҳокимият ва идоракунии давлатӣ, мақомоти иҷроияи маҳаллии ҳокимияти давлатӣ ва мақомоти худидоракунии шаҳрак ва деҳот барои иҷрои вазифаҳои ба зиммаи онҳо вогузоргардида истифода бурда мешаванд.",,
tg,B03,B03_S01,Маҳмадалӣ Сафаров,https://tg.wikipedia.org/wiki/%D0%9C%D0%B0%D2%B3%D0%BC%D0%B0%D0%B4%D0%B0%D0%BB%D3%A3_%D0%A1%D0%B0%D1%84%D0%B0%D1%80%D0%BE%D0%B2,55,"Маҳмадалӣ Сафаров (Сафаров Маҳмадалӣ Маҳмадиевич; 5 майи 1952, деҳаи Найзирак, ноҳияи Орҷоникидзеобод) — физикдони тоҷик, номзади илмҳои техникӣ (1986), дотсент (1991), доктори илмҳои техникӣ (1994) аз рӯи ихтисоси теплофизика ва физикаи молекулавӣ, профессор (2007).Академики Академияи илмҳои Ню-Йорк (1996), академики Академияи муҳандисии Ҷумҳурии Тоҷикистон (2008), узви вобастаи Академияи байналмилалии муҳандисӣ (2011), академики Академияи байналмилалии хунук (2012).",,
tg,B03,B03_S02,Биофизика,https://tg.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B0,266,"Биофизика (аз юн.-қад. βίος — зист, юн.-қад. φύσις — табиат), физикаи биологӣ — илмест, ки равандҳои физикавӣ ва физикавиву кимиёии организм, инчунин, ултрасохтори силсилаҳои биологиро дар ҳамаи давраҳои ташаккулашон меомӯзад. Инкишофи Биофизика ба ривоҷи физика, кимиё, математика, биология, кибернетика, биологияи молекулавӣ, биокимиё ва дигар илмҳо вобаста аст. Биофизика ба соҳаҳои зерин ҷудо мешавад: Биофизикаи молекулавӣ (хосияти физикавӣ ва физикавию кимиёии макромолекула ва маҷмаи молекулав",,
tg,B03,B03_S03,Абурайҳони Берунӣ,https://tg.wikipedia.org/wiki/%D0%90%D0%B1%D1%83%D1%80%D0%B0%D0%B9%D2%B3%D0%BE%D0%BD%D0%B8_%D0%91%D0%B5%D1%80%D1%83%D0%BD%D3%A3,43,"Абӯрайҳон Муҳаммад ибни Аҳмади Берунӣ (форсӣ: ابوریحان بیرونی‎, ар. أبو الريحان البيروني‎; 4 сентябри 973, Кос, Давлати Хоразмшоҳиён, Давлати Сомониён — 9 декабри 1048, Ғазнӣ, Давлати Ғазнавиён) — яке аз бузургтарин алломаҳои Машриқзамин, риёзидон, файласуф, табиатшинос, табиб, мунаҷҷим, муаррих ва ҷомеашиноси тоҷику форс.",,
tg,B03,B03_S04,Робот,https://tg.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B1%D0%BE%D1%82,51,"Робот (чех. robot, аз robota — «меҳнати маҷбурӣ») — дастгоҳи худкорест, ки барои корҳои гуногуни механикӣ пешбинӣ шудааст. Робот аз рӯи барномае, ки дар он насб карда шудааст, амалеро иҷро менамояд. Дар муҳовараҳои тоҷикӣ оиди робот чунин оварда шудааст: Робот ин автоматест, ки амалиёти мураккаби ба ҳаракатҳои одам монандро иҷро мекунад.",,
tg,B03,B03_S05,Асари гулхонаӣ,https://tg.wikipedia.org/wiki/%D0%90%D1%81%D0%B0%D1%80%D0%B8_%D0%B3%D1%83%D0%BB%D1%85%D0%BE%D0%BD%D0%B0%D3%A3,50,"Асари гулхонаӣ (форсӣ: اثر گلخانه‌ای‎), эффекти гулхонаӣ — ба таъсири мустақими газҳои гулхонаӣ дар атмосфераи рӯйи сатҳи он гуфта мешавад. Дар ин фароянд партавҳои мавҷуд дар атмосфераи он сайёра сатҳи онро ба андозае гарм мекунад, ки гӯё атмосфера дар он мавҷуд набошад ва аз ин рӯ муҷиби дигаргунии обуҳаво мешавад.",,
tg,B04,B04_S01,Акарология,https://tg.wikipedia.org/wiki/%D0%90%D0%BA%D0%B0%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F,80,"Акарология (аз юн.-қад. ἄκαρι (akari) «кана» ва λόγος «илм»)) — як фасли зоология, ки канаҳоро меомӯзад. Акарология бахше аз арахнология (илм дар бораи тортанақшаклон) аст. Акарология доир ба анатомияи муқоисавӣ, эмбриология, физиология, экология, зоогеография, филогения ва таснифи канаҳо, ҳамчунин масъалаҳои марбут ба тиб, ветеринария ва кишоварзии онҳо баҳс мекунад. Дар Тоҷикистон масъалаҳои ба акарология вобастаро Институти зоология ва паразитологияи ба номи Е. Н. Павловский, институтҳои тадқ",,
tg,B04,B04_S02,Аҳвалӣ,https://tg.wikipedia.org/wiki/%D0%90%D2%B3%D0%B2%D0%B0%D0%BB%D3%A3,261,"Аҳвалӣ, олусӣ, каҷчашмӣ (страби́зм, аз юн.-қад. στρᾰβής — каҷ, ё ҳетеротропи́я, аз юн.-қад. ἕτερος — дигар + юн.-қад. τροπή, τροπά — гардиш) — ҳолати чашм, ки дар натиҷаи он хатти биниши як чашм ба ашёи дидашаванда равон шуда, чашми дигар ба тарафи бинӣ (Аҳвалиӣ наздикшаванда) ё пешонӣ (Аҳвалиӣ дуршаванда) мегардад. Аҳвалӣ дар натиҷаи ихтилоли кори мушакҳои чашм пайдо мешавад. Дар синни 2–3-солагӣ фаъолияти якҷои ҳар ду чашм босуръат ташаккул меёбад. Аҳвалӣ низ маҳз дар ин давра ба амал меояд. Н",,
tg,B04,B04_S03,Донишнома,https://tg.wikipedia.org/wiki/%D0%94%D0%BE%D0%BD%D0%B8%D1%88%D0%BD%D0%BE%D0%BC%D0%B0,40,"Донишнома (форсӣ: دانشنامه‎), энсиклопе́дия (аз юн.-қад. ἐγκύκλιος παιδεία — «омӯзиши фарогир» аз κύκλος — доира + παιδεία — омӯзиш) — нашрияи илмӣ ё илмию оммавӣ, ки аз тамоми соҳаҳои илм (донишномаи умумӣ) ё соҳаи ҷудогонаи он (донишномаи соҳавӣ) дониш медиҳад.",,
tg,B04,B04_S04,Ҳуқуқи ҳифзи саломатӣ ва ёрии тиббӣ,https://tg.wikipedia.org/wiki/%D2%B2%D1%83%D2%9B%D1%83%D2%9B%D0%B8_%D2%B3%D0%B8%D1%84%D0%B7%D0%B8_%D1%81%D0%B0%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D3%A3_%D0%B2%D0%B0_%D1%91%D1%80%D0%B8%D0%B8_%D1%82%D0%B8%D0%B1%D0%B1%D3%A3,127,"Ҳуқуқи ҳифзи саломатӣ ва ёрии тиббӣ — ба ҳар як шахс ҳуқуқи ҳифзи саломатӣ кафолат дода шудааст. Ин ҳуқуқ бо роҳи ёрии тиббии ройгон дар муассисаҳои нигаҳдории тандурустии давлатӣ, тадбирҳои солимгардонии муҳити зист, инкишофи оммавии варзиш, тарбияи ҷисмонӣ ва ҷаҳонгардӣ таъмин карда мешавад. Конститусияи Ҷумҳурии Тоҷикистон ёрии тиббии пулакиро пешбинӣ мекунад ва аз ин рӯ, ривоҷи муассисаҳои тандурустии хусусӣ бояд ҳамаҷониба дастгирӣ карда шавад. Ҳоло ҳифзи саломатии шахс бо чораҳои гуногуни ",,
tg,B05,B05_S01,Бароти Абдураҳмон,https://tg.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%BE%D1%82%D0%B8_%D0%90%D0%B1%D0%B4%D1%83%D1%80%D0%B0%D2%B3%D0%BC%D0%BE%D0%BD,45,"Бароти Абдураҳмон (Абдураҳмонов Бароталӣ; 15 сентябри 1947, деҳаи Чашмаи Ҷӯшони ноҳияи Муъминобод, вилояти Кӯлоб, ҶШС Тоҷикистон) — нависанда, драматург ва сенариянависи тоҷик, барандаи Ҷоизаи давлатии Тоҷикистон ба номи Абӯабдуллоҳи Рӯдакӣ (2008), Корманди шоистаи Тоҷикистон (2010), Аълочии фарҳанги Ҷумҳурии Тоҷикистон (2013), узви Иттифоқи нависандагони Тоҷикистон (1989).",,
tg,B05,B05_S02,Адабиётшиносии тоҷику форсии асри 15,https://tg.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%B1%D0%B8%D1%91%D1%82%D1%88%D0%B8%D0%BD%D0%BE%D1%81%D0%B8%D0%B8_%D1%82%D0%BE%D2%B7%D0%B8%D0%BA%D1%83_%D1%84%D0%BE%D1%80%D1%81%D0%B8%D0%B8_%D0%B0%D1%81%D1%80%D0%B8_15,276,"Нақди адабӣ, хусусан нақди шеър дар садаи XV бисёр ривоҷ ёфта буд. Дар маҷлисҳоишоҳона,ҷамъомадҳоиаҳли шаҳр, маҳфилҳои адибон ва маҳфилҳои арбоби сулуку ирфон базмҳои адабӣ ва мубоҳисаҳои шеършиносӣ барпо мегардиданд. Шоирон дар чунин анҷуманҳо шеър мехонданд, аҳли суҳбат мувофиқи завқу салиқаи худ ва меъёрҳои маъмул ҳусну қубҳи ашъорро доварӣ мекарданд ва сухани охиринро шеършиноси маъруф мегуфт. Дар «Хамсат-ул-мутаҳайирин»-и Навоӣ, «Мақомоти МавлавӣҶомӣ»-и Абдулвосеи Низомӣ, «Макорим-ул-ахлоқ»",,
tg,B05,B05_S03,1 сентябр,https://tg.wikipedia.org/wiki/1_%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80,60,"1 сентябр — 244-умин рӯзи сол (245-умин рӯз дар солҳои кабиса) тибқи тақвими григорӣ аст. 121 рӯз аз сол боқӣ мондааст. То 15 октябри соли 1582, тибқи тақвими юлианӣ — 1 сентябр буд; аз 15 октябри соли 1582, тибқи тақвими григорӣ — 1 сентябр аст. Дар асрҳои XX ва XXI, тибқи тақвими юлианӣ ин рӯз ба 19 август рост меояд.",,
